Theme/Department,Title,URL,Content Type(s),Sub-Topics,Modified Date,Language
N/A,"Contract Expenditures January 1, 2017 - March 31, 2017",https://www.sshrc-crsh.gc.ca/transparency-transparence/disclosure-divulgation/contracts-contrats/2016/4_details_quarter-semestre-eng.aspx,Links to Covid pages,,2012-11-29T00:00:00Z,en
N/A,Carmen Charette,https://www.sshrc-crsh.gc.ca/transparency-transparence/disclosure-divulgation/expenses-depenses/2009/charette_travel-voyage_m2009-fra.aspx,Links to Covid pages,,2012-11-29T00:00:00Z,fr
N/A,Message to all reporting entities in light of COVID-19,https://www.fintrac-canafe.gc.ca/1-eng,Substantive,"Title: Message to all reporting entities in light of COVID-19
desc: Message to all reporting entities in light of COVID-19
",2020-03-25T00:00:00Z,en
N/A,Quoi de neuf - Lieu historique national du Canal-de-Saint-Ours,https://www.pc.gc.ca/fr/lhn-nhs/qc/saintours/gestion-management/ne,Links to Covid pages,,2020-03-19T00:00:00Z,fr
Health,"Respiratory Virus Detections/Isolations in Canada, Week 4 ending January 25, 2014",https://www.canada.ca/en/public-health/services/surveillance/respiratory-virus-detections-canada/2013-2014/respiratory-virus-detections-isolations-week-4-ending-january-25-2014.html,Links to Covid pages,,2014-01-29T00:00:00Z,en
Health,Pathogen Safety Data Sheets: Infectious Substances – Human Coronavirus,https://www.canada.ca/en/public-health/services/laboratory-biosafety-biosecurity/pathogen-safety-data-sheets-risk-assessment/human-coronavirus.html,Substantive,"Name: human-coronavirus
Page title: Pathogen Safety Data Sheets: Infectious Substances – Human Coronavirus
H1: Pathogen Safety Data Sheets: Infectious Substances – Human Coronavirus
",2020-03-15 16:34:08,en
N/A,Proactive Disclosure - Social Sciences and Humanities Research Council,https://www.sshrc-crsh.gc.ca/transparency-transparence/disclosure-divulgation/expenses-depenses/2006/shapson_expenses-depenses_j2006-eng.aspx,Links to Covid pages,,2012-11-29T00:00:00Z,en
N/A,Lieu historique national du Port au Choix,https://www.pc.gc.ca/fr/lhn-nhs/nl/portauchoix,Links to Covid pages,,2020-03-25T00:00:00Z,fr
N/A,Travel Expenses [September-December 2013],https://www.sshrc-crsh.gc.ca/transparency-transparence/disclosure-divulgation/expenses-depenses/2013/herbert-copley_travel-voyage_s2013-eng.aspx,Links to Covid pages,,2012-11-29T00:00:00Z,en
Santé,"Rapport de virus des voies respiratoires, semaine 19 :  se terminant le 11 mai 2019",https://www.canada.ca/fr/sante-publique/services/surveillance/detection-virus-voies-respiratoires-canada/2018-2019/detection-isolement-virus-voies-respiratoires-semaine-19-terminant-11-mai-2019.html,Substantive,"Keywords: Rapport de virus des voies respiratoires, Canada, détection, isolement, tests de laboratoire positifs,  virus grippal, virus respiratoire syncytial, virus parainfluenza, virus adénovirus, métapneumovirus humain, virus entérovirus, virus rhinovirus, virus coronavirus, A(H1N1)pdm09, A(H3N2), MPVh, PIV, VRS, Programme de Surveillance et détection de virus des voies respiratoires, SDVVR
H2: On this page; Détection and isolement de virus des voies respiratoires; Nombre de tests de laboratoire positifs pour les autres virus respiratoires; Détection du virus grippal au Canada; Détection du virus respiratoire syncytial; Détection du virus parainfluenza; Détection du virus adénovirus; Détection du métapneumovirus humain; Détection du virus entérovirus/rhinovirus; Détection du virus coronavirus
",2019-05-16 13:55:36,fr
N/A,"Statement from the Minister of Fisheries, Oceans, and the Canadian Coast Guard on federal-provincial collaboration related to impacts of COVID-19",https://www.canada.ca/en/fisheries-oceans/news/2020/03/statement-from-the-minister-of-fisheries-oceans-and-the-canadian-coast-guard-on-federal-provincial-collaboration-related-to-impacts-of-covid-19.html,Substantive,"Description: During these unprecedented times, it is more important than ever that we work across all levels of Government to ensure Canadians are safe and local economies are supported. Today, provincial Fisheries and Aquaculture ministers from across Eastern Canada joined me for a call to discuss the rapidly evolving impacts of the COVID-19 on the industry in Quebec, New Brunswick, Newfoundland and Labrador, Nova Scotia and Prince Edward Island. 
Name: statement-from-the-minister-of-fisheries-oceans-and-the-canadian-coast-guard-on-federal-provincial-collaboration-related-to-impacts-of-covid-19
Page title: Statement from the Minister of Fisheries, Oceans, and the Canadian Coast Guard on federal-provincial collaboration related to impacts of COVID-19
",2020-03-20 20:13:01,eng
N/A,Proactive Disclosure - Social Sciences and Humanities Research Council,https://www.sshrc-crsh.gc.ca/transparency-transparence/disclosure-divulgation/expenses-depenses/2008/gaffield_hospitality-accueil_s2008-eng.aspx,Links to Covid pages,,2012-11-29T00:00:00Z,en
N/A,Le Canada et l'Irak,https://www.international.gc.ca/country-pays/iraq-irak/index.aspx?lang=fra,Substantive,"H2: Maladie à coronavirus (COVID-19); Suivez:; Conseils aux voyageurs et avertissements; Trouver un bureau du gouvernement du Canada; Avant de venir au Canada; Avant d'aller en Irak; Relations Canada-Irak; Faire des affaires en Irak; En demande; Nouvelles; Trouver un bureau du gouvernement du Canada
",2020-03-25T00:00:00Z,fr
N/A,Comprehensive Ranking System (CRS) tool: skilled immigrants (Express Entry),https://www.cic.gc.ca/english/immigrate/skilled/crs-tool.asp,Links to Covid pages,,,en
N/A,État des sentiers au parc national du Gros-Morne - Parc national du Gros-Morne,https://www.pc.gc.ca/fr/pn-np/nl/grosmorne/activ/experiences/randonnee-hiking/etat-sentiers-trail-conditions,Links to Covid pages,,2020-01-03T00:00:00Z,fr
National security and defence,CANCDTGEN 011/20,https://www.canada.ca/en/department-national-defence/services/cadets-junior-canadian-rangers/policy/cancdtgens/cancdtgen011-20.html,Links to Covid pages,,2020-03-30T00:00:00Z,en
N/A,SOMNIA - Pleins feux sur les nouvelles militaires,https://www.cfc.forces.gc.ca/Somnia/2020/03/14/somnia-fra.html,Links to Covid pages,,2020-03-15T00:00:00Z,fr
Santé,Plan ministériel 2020-2021 : Agence de la santé publique du Canada,https://www.canada.ca/fr/sante-publique/organisation/transparence/rapports-gestion/rapport-plans-priorites/2020-2021-plan-ministeriel.html,Links to Covid pages,,2020-03-10T00:00:00Z,fr
N/A,Stratégies de Partenariat,https://www.sshrc-crsh.gc.ca/about-au_sujet/partnerships-partenariats/partnerships-support-partenariats-fra.aspx,Links to Covid pages,,2012-11-29T00:00:00Z,fr
N/A,A Guide to Canada's Export Controls (continuity),https://www.international.gc.ca/controls-controles/about-a_propos/expor/guide-2016-2.aspx?lang=eng,Links to Covid pages,,2019-05-07T00:00:00Z,en
Santé,"Rapport de virus des voies respiratoires, semaine 20 - se terminant le 19 mai 2018",https://www.canada.ca/fr/sante-publique/services/surveillance/detection-virus-voies-respiratoires-canada/2017-2018/detection-isolement-virus-voies-respiratoires-semaine-20-terminant-19-mai-2018.html,Substantive,"Keywords: Rapport de virus des voies respiratoires, Canada, détection, isolement, tests de laboratoire positifs,  virus grippal, virus respiratoire syncytial, virus parainfluenza, virus adénovirus, métapneumovirus humain, virus entérovirus, virus rhinovirus, virus coronavirus, A(H1N1)pdm09, A(H3N2), MPVh, PIV, VRS, Programme de Surveillance et détection de virus des voies respiratoires, SDVVR
H2: Sur cette page; Liste des abréviations; Détection and isolement de virus des voies respiratoires; Nombre de tests de laboratoire positifs pour les autres virus respiratoires; Détection du virus grippal au Canada; Détection du virus respiratoire syncytial; Détection du virus parainfluenza; Détection du virus adénovirus; Détection du métapneumovirus humain; Détection du virus entérovirus/rhinovirus; Détection du virus coronavirus
",2018-05-24 09:29:06,fra
N/A,Social Sciences and Humanities Research Council - Proactive Disclosure - Contract Expenditures,https://www.sshrc-crsh.gc.ca/transparency-transparence/disclosure-divulgation/contracts-contrats/2009/3_quarter-semestre-eng.aspx,Links to Covid pages,,2012-11-29T00:00:00Z,en
N/A,Fees - Ukkusiksalik National Park,https://www.pc.gc.ca/en/pn-np/nu/ukkusiksalik/visit/tarifs-fees,Links to Covid pages,,2019-01-13T00:00:00Z,en
"Culture, histoire et sport",Centre de recherche sur l’équité des genres dans le sport — Appel de propositions,https://www.canada.ca/fr/patrimoine-canadien/services/financement/soutien-sport/equite-genres.html,Links to Covid pages,,2020-03-23T00:00:00Z,fr
N/A,Chapter 2: Block-by-block instructions for completing the Record of Employment,https://www.canada.ca/en/employment-social-development/programs/ei/ei-list/reports/roe-guide/instructions.html,Links to Covid pages,,2020-03-20T00:00:00Z,en
N/A,1 About the Planning Guide - Biosecurity Planning Guide for Canadian Goat Producers - Animal health - Canadian Food Inspection Agency,https://www.inspection.gc.ca/animal-health/terrestrial-animals/biosecurity/standards-and-principles/producer-guide-goats/eng/1375213342187/1375213659306?chap=1,Links to Covid pages,,2013-08-01T00:00:00Z,en
Santé,Lignes directrices nationales provisoires en matière de surveillance de l'infection humaine par la maladie à coronavirus (COVID-19),https://www.canada.ca/fr/sante-publique/services/maladies/2019-nouveau-coronavirus/directives-provisoires-surveillance-infection-humaine.html,Substantive,"Description: Les lignes directrices décrivent les buts, objectifs et activités recommandés pour la surveillance de l'infection humaine par la COVID-19 au Canada.
Page title: Lignes directrices nationales provisoires en matière de surveillance de l'infection humaine par la maladie à coronavirus (COVID-19)
H1: Lignes directrices nationales provisoires en matière de surveillance de l'infection humaine par la maladie à coronavirus (COVID-19)
Keywords: lignes directrices nationales, surveillance, infection humaine, COVID-19, coronavirus, pandémie, Canada, preuves scientifiques, surveillance, définitions de cas, données requises, déclaration nationale, comment faire la déclaration, déclaration à l'échelle nationale, formulaire de déclaration de cas, essais en laboratoire, données de surveillance
",2020-03-26 14:43:52,fr
"Environnement et ressources naturelles ",Réserve nationale de faune de Cap-Jourimain,https://www.canada.ca/fr/environnement-changement-climatique/services/reserves-nationales-faune/existantes/cap-jourimain.html,Links to Covid pages,,2020-03-27T00:00:00Z,fr
N/A,"Parks Canada - Public Avalanche Information - Avalanche Bulletin - Banff, Yoho, and Kootenay National Parks - Wed Jan 08, 2020",https://avalanche.pc.gc.ca/bulletin-eng.aspx?d=2020-01-08&r=1,Links to Covid pages,,,en
Santé,"Rapport de virus des voies respiratoires, semaine 36 - se terminant le 9 septembre 2017",https://www.canada.ca/fr/sante-publique/services/surveillance/detection-virus-voies-respiratoires-canada/2017-2018/detection-isolement-virus-voies-respiratoires-semaine-36-terminant-9-septembre-2017.html,Substantive,"Keywords: Rapport de virus des voies respiratoires, Canada, détection, isolement, tests de laboratoire positifs,  virus grippal, virus respiratoire syncytial, virus parainfluenza, virus adénovirus, métapneumovirus humain, virus entérovirus, virus rhinovirus, virus coronavirus, A(H1N1)pdm09, A(H3N2), MPVh, PIV, VRS, Programme de Surveillance et détection de virus des voies respiratoires, SDVVR
",2018-01-04 10:42:02,fra
Immigration and citizenship,Apply for a travel document in Canada – Non-Canadian adults and children,https://www.canada.ca/en/immigration-refugees-citizenship/services/canadian-passports/travel-documents-non-canadians/apply.html,Links to Covid pages,,2020-03-20T00:00:00Z,en
Health,Security Sensitive Biological Agents,https://www.canada.ca/en/public-health/services/laboratory-biosafety-biosecurity/human-pathogens-toxins-act/security-sensitive-biological-agents.html,Links to Covid pages,,2016-01-27T00:00:00Z,en
N/A,Programme de bourses d’études supérieures du Canada Joseph-Armand-Bombardier – Bourses de maîtrise,https://www.sshrc-crsh.gc.ca/funding-financement/programs-programmes/fellowships/cgs_masters-besc_maitrise-fra.aspx,Links to Covid pages,,2012-11-29T00:00:00Z,fr
Health,Reduce the spread of COVID-19: Wash your hands,https://www.canada.ca/en/public-health/services/video/covid-19-hand-washing.html,Substantive,"Description: How to wash your hands to reduce the spread of COVID-19. 

Name: covid-19-hand-washing
Page title: Reduce the spread of COVID-19: Wash your hands
H1: Reduce the spread of COVID-19: Wash your hands<br>


Keywords: wash your hands, hand washing, guidance, wash hands, wash, hands, coronavirus, corona virus, COVID-19, corona, virus, Public Health Agency of Canada

",2020-03-28 23:18:42,en
N/A,Attending a parole hearing,https://www.canada.ca/en/parole-board/services/victims/participating-in-the-parole-process-as-a-victim/attending-a-parole-hearing.html,Links to Covid pages,,2020-03-25T00:00:00Z,en
Santé,"Rapport de virus des voies respiratoires, semaine 51 : se terminant le 21 decembre 2019",https://www.canada.ca/fr/sante-publique/services/surveillance/detection-virus-voies-respiratoires-canada/2019-2020/detection-isolement-virus-voies-respiratoires-semaine-51-terminant-21-decembre-2019.html,Substantive,"Keywords: Rapport de virus des voies respiratoires, Canada, détection, isolement, tests de laboratoire positifs,  virus grippal, virus respiratoire syncytial, virus parainfluenza, virus adénovirus, métapneumovirus humain, virus entérovirus, virus rhinovirus, virus coronavirus, A(H1N1)pdm09, A(H3N2), MPVh, PIV, VRS, Programme de Surveillance et détection de virus des voies respiratoires, SDVVR
",2020-01-03 08:46:21,fr
N/A,Proactive Disclosure - Social Sciences and Humanities Research Council,https://www.sshrc-crsh.gc.ca/transparency-transparence/disclosure-divulgation/expenses-depenses/2006/halliwell_expenses-depenses_s2006-eng.aspx,Links to Covid pages,,2012-11-29T00:00:00Z,en
N/A,Ressources pour les employées de Justice Canada,https://www.justice.gc.ca/fra/msgcenter/2020/mar/11.html,Links to Covid pages,,,fr
N/A,"Health products that make false or misleading claims to prevent, treat or cure COVID-19 may put your health at risk - Recalls and safety alerts",https://www.healthycanadians.gc.ca/recall-alert-rappel-avis/hc-sc/2020/72659a-eng.php,Substantive,"Title: Health products that make false or misleading claims to prevent, treat or cure COVID-19 may put your health at risk - Recalls and safety alerts
desc: OTTAWA – Health Canada is warning Canadians about the risks of buying health products— including drugs, natural health products, homeopathic products, and medical devices—that make false or misleading claims to prevent, treat or cure COVID-19.
",2020-03-27T00:00:00Z,en
N/A,La maladie à coronavirus (COVID-19) et votre visite au parc national des Glaciers - Parc national des Glaciers,https://www.pc.gc.ca/fr/pn-np/bc/glacier/visit/covid-19-info,Substantive,"Title: La maladie à coronavirus (COVID-19) et votre visite au parc national des Glaciers - Parc national des Glaciers
H2: La maladie à coronavirus (COVID-19) et votre visite au parc national des Glaciers
desc: Comment la COVID-19 peut affecter votre visite.
",2020-03-28T00:00:00Z,fr
N/A,Margaret Dalziel,https://www.sshrc-crsh.gc.ca/about-au_sujet/governance-gouvernance/committees-comites/members-membres/dalziel-eng.aspx,Links to Covid pages,,2019-03-21T00:00:00Z,en
N/A,Conseils de santé aux voyageurs,https://voyage.gc.ca/voyager/sante-securite/conseils-sante-voyageurs/221,Substantive,"H2: Note :; Situation actuelle; À propos de l'éclosion du COVID 19; À propos des coronavirus; Recommandations pour les voyageurs; Inscription des Canadiens à l'étranger
",,fr
Santé,L’administratrice en chef de la santé publique du Canada et des fonctionnaires du gouvernement du Canada tiendront un point de presse sur un nouveau coronavirus,https://www.canada.ca/fr/sante-publique/nouvelles/2020/01/des-fonctionnaires-du-gouvernement-du-canada-tiendront-un-point-de-presse-sur-un-nouveau-coronavirus.html,Substantive,"Description: L’administratrice en chef de la santé publique du Canada et des fonctionnaires du gouvernement du Canada tiendront un point de presse sur un nouveau coronavirus (désigné 2019-nCoV).
Name: des-fonctionnaires-du-gouvernement-du-canada-tiendront-un-point-de-presse-sur-un-nouveau-coronavirus
Page title: L’administratrice en chef de la santé publique du Canada et des fonctionnaires du gouvernement du Canada tiendront un point de presse sur un nouveau coronavirus
",2020-01-20 15:30:40,fra
Business and industry,Call to action,https://www.canada.ca/en/services/business/maintaingrowimprovebusiness/manufacturers-needed.html,Substantive,"Description: We are seeking Canadian manufacturers that can help us address the challenge of COVID-19. 
",2020-03-30 09:19:09,en
Immigration and citizenship,My immigration or citizenship application,https://www.canada.ca/en/immigration-refugees-citizenship/services/application.html,Links to Covid pages,,2020-02-08T00:00:00Z,en
"Culture, history and sport",Young Canada Works at Building Careers in English and French (graduates),https://www.canada.ca/en/canadian-heritage/services/funding/young-canada-works/students-graduates/careers-english-french-graduates.html,Links to Covid pages,,2020-03-16T00:00:00Z,en
N/A,"Parcs Canada - Information sur les avalanches - Bulletin d'avalanche - Parc national des Lacs-Waterton - Lun. mars 23, 2020",https://avalanche.pc.gc.ca/bulletin-fra.aspx?d=2020-03-23&r=4,Links to Covid pages,,,fr
Santé,"Rapport de virus des voies respiratoires, semaine 19 - se terminant le 12 mai 2018",https://www.canada.ca/fr/sante-publique/services/surveillance/detection-virus-voies-respiratoires-canada/2017-2018/detection-isolement-virus-voies-respiratoires-semaine-19-terminant-12-mai-2018.html,Substantive,"Keywords: Rapport de virus des voies respiratoires, Canada, détection, isolement, tests de laboratoire positifs,  virus grippal, virus respiratoire syncytial, virus parainfluenza, virus adénovirus, métapneumovirus humain, virus entérovirus, virus rhinovirus, virus coronavirus, A(H1N1)pdm09, A(H3N2), MPVh, PIV, VRS, Programme de Surveillance et détection de virus des voies respiratoires, SDVVR
",2018-05-17 12:55:07,fra
Santé,Prévention et contrôle pour tous les milieux de soins : Préparation du Canada en cas de grippe pandémique : Guide de planification pour le secteur de la santé,https://www.canada.ca/fr/sante-publique/services/grippe-influenza/preparation-canada-cas-grippe-pandemique-guide-planification-secteur-sante/prevention-et-controle-de-la-grippe-durant-une-pandemie-pour-tous-les-milieux-de-soins.html,Links to Covid pages,,2017-12-05T00:00:00Z,fr
Santé,"Rapport de virus des voies respiratoires, semaine 47 : se terminant le 23 novembre 2019",https://www.canada.ca/fr/sante-publique/services/surveillance/detection-virus-voies-respiratoires-canada/2019-2020/detection-isolement-virus-voies-respiratoires-semaine-47-terminant-23-novembre-2019.html,Substantive,"Keywords: Rapport de virus des voies respiratoires, Canada, détection, isolement, tests de laboratoire positifs,  virus grippal, virus respiratoire syncytial, virus parainfluenza, virus adénovirus, métapneumovirus humain, virus entérovirus, virus rhinovirus, virus coronavirus, A(H1N1)pdm09, A(H3N2), MPVh, PIV, VRS, Programme de Surveillance et détection de virus des voies respiratoires, SDVVR

H2: Sur cette page; Détection and isolement de virus des voies respiratoires; Nombre de tests de laboratoire positifs pour les autres virus respiratoires; Détection du virus grippal au Canada; Détection du virus respiratoire syncytial; Détection du virus parainfluenza; Détection du virus adénovirus; Détection du métapneumovirus humain; Détection du virus entérovirus/rhinovirus; Détection du virus coronavirus
",2019-11-28 10:28:42,fr
N/A,Canada and Niger,https://www.international.gc.ca/country-pays/niger/index.aspx?lang=eng,Substantive,"H2: Coronavirus disease (COVID-19); Follow:; Travel advice and advisories; Find a Government of Canada office; Before coming to Canada; Before going to Niger; Canada-Niger relations; Doing business in Niger; Most requested; News; Find a Government of Canada office
",2020-03-25T00:00:00Z,en
N/A,Investigative reports,https://www.canada.ca/en/ombudsman-national-defence-forces/reports-news-statistics/investigative-reports.html,Links to Covid pages,,2020-01-20T00:00:00Z,en
"Culture, history and sport",Contribution Guidelines,https://www.canada.ca/en/canadian-heritage/services/funding/hosting-program/international-single-sport-events/contribution-guidelines.html,Links to Covid pages,,2020-03-16T00:00:00Z,en
N/A,Conseils et avertissements pour Hong Kong,https://voyage.gc.ca/destinations/hong-kong,Links to Covid pages,,2020-03-23T00:00:00Z,fr
Immigration et citoyenneté,Soumettre un profil d’Entrée express : Remplir le formulaire en ligne,https://www.canada.ca/fr/immigration-refugies-citoyennete/services/immigrer-canada/entree-express/soumettre-profil.html,Links to Covid pages,,2020-03-23T00:00:00Z,fr
N/A,Planifiez votre visite - Parc national des Prairies,https://www.pc.gc.ca/fr/pn-np/sk/grasslands/visit,Links to Covid pages,,2020-01-09T00:00:00Z,fr
Santé,2019冠状病毒病(COVID-19): 给医护专业人员的资料,https://www.canada.ca/fr/sante-publique/services/maladies/2019-nouveau-coronavirus/chinois-simplifie/professionnels-sante.html,Substantive,"Page title: 2019冠状病毒病(COVID-19): 给医护专业人员的资料
H1: 2019冠状病毒病(COVID-19): 给医护专业人员的资料<br>


",2020-03-02 10:58:02,fr
N/A,Coronavirus disease (COVID-19) - Temporary measures: Public Service Health Care Plan (PSHCP),https://www.canada.ca/en/treasury-board-secretariat/services/benefit-plans/health-care-plan/information-notices/covid-19-temporary-measures-public-service-health-care-plan.html,Substantive,"Name: covid-19-temporary-measures-public-service-health-care-plan
Page title: Coronavirus disease (COVID-19) - Temporary measures: Public Service Health Care Plan (PSHCP)
H1: Coronavirus disease (COVID-19) - Temporary measures: Public Service Health Care Plan (PSHCP)
",2020-03-24 15:51:03,en
Santé,Coronavirus (COVID-19) : Appels téléphoniques frauduleux,https://www.canada.ca/fr/sante-publique/services/maladies/2019-nouveau-coronavirus/appels-telephoniques-frauduleux.html,Substantive,"Description: Les appels téléphoniques non sollicités qui semblent provenir du service d'information COVID-19 peuvent être frauduleux. Ne donnez pas d'informations personnelles, et comment les signaler.
Page title: Coronavirus (COVID-19) : Appels téléphoniques frauduleux
H1: Maladie à coronavirus (COVID-19) : Appels téléphoniques frauduleux
Keywords: COVID-19, maladie, nouveau, coronavirus, corona virus, corona, virus, nouveau coronavirus 2019, nCoV-2019, nouveau coronavirus de 2019, wuhan virus, Wuhan, Chine, 2019, appels téléphoniques, frauduleux, suspect, service d’information du COVID-19, 1-833-784-4397, gouvernement du Canada, renseignements personnels,  signaler, Centre antifraude du Canada
",2020-03-17 13:06:30,fr
N/A,Divulgation proactive - Conseil de recherches en sciences humaine,https://www.sshrc-crsh.gc.ca/transparency-transparence/disclosure-divulgation/expenses-depenses/2010/gaffield_hospitality-accueil_s2010-fra.aspx,Links to Covid pages,,2012-11-29T00:00:00Z,fr
N/A,Mises à jour pour les demandeurs,https://www.canada.ca/fr/commission-liberations-conditionnelles/services/suspension-du-casier/mises-a-jour-pour-les-demandeurs.html,Links to Covid pages,,2020-03-25T00:00:00Z,fr
N/A,Offre limitée de services dans les détachements de la GRC | Gendarmerie royale du Canada,http://www.rcmp-grc.gc.ca/fr/nouvelles/2020/offre-limitee-services-detachements-grc,Links to Covid pages,,2020-03-17T00:00:00Z,fr
N/A,Infographic: COVID-19 – Helping the Atlantic economy,https://www.canada.ca/en/atlantic-canada-opportunities/campaigns/infographics/infographic-covid19.html,Substantive,"Name: infographic-covid19
Page title: Infographic: COVID-19 – Helping the Atlantic economy
H1: Infographic: COVID-19 – Helping the Atlantic economy
Title: Infographic: COVID-19 – Helping the Atlantic economy
",2020-03-20 18:23:31,eng
N/A,Lieu historique national de la Forteresse-de-Louisbourg,https://www.pc.gc.ca/fr/lhn-nhs/ns/louisbourg,Links to Covid pages,,2020-01-02T00:00:00Z,fr
N/A,Proactive Disclosure - Social Sciences and Humanities Research Council,https://www.sshrc-crsh.gc.ca/transparency-transparence/disclosure-divulgation/expenses-depenses/2007/taylor_expenses-depenses_j2007-eng.aspx,Links to Covid pages,,2012-11-29T00:00:00Z,en
Santé,Résumé de l'évaluation du risque associé au coronavirus du syndrome respiratoire du Moyen-Orient (MERS-CoV) pour la santé publique au Canada,https://www.canada.ca/fr/sante-publique/services/agents-pathogenes-voies-respiratoires-emergents/coronavirus/resume-evaluation-risque-associe-coronavirus-syndrome-respiratoire-moyen-orient-mers-sante-publique-canada.html,Substantive,"Description: Résumé de l'évaluation du risque associé au coronavirus du syndrome respiratoire du Moyen-Orient (MERS-CoV) pour la santé publique au Canada
Name: resume-evaluation-risque-associe-coronavirus-syndrome-respiratoire-moyen-orient-mers-sante-publique-canada
Page title: Résumé de l'évaluation du risque associé au coronavirus du syndrome respiratoire du Moyen-Orient (MERS-CoV) pour la santé publique au Canada
H1: Résumé de l'évaluation du risque associé au coronavirus du syndrome respiratoire du Moyen-Orient (MERS-CoV) pour la santé publique au Canada
Keywords: maladies pulmonaires, infections respiratoires, coronavirus du syndrome respiratoire du Moyen-Orient (CoV-SRMO)
",2017-07-05 08:17:18,fra
Health,"Coronavirus disease (COVID-19): Exposure on flights, cruise ships and at mass gatherings ",https://www.canada.ca/en/public-health/services/diseases/2019-novel-coronavirus-infection/latest-travel-health-advice/exposure-flights-cruise-ships-mass-gatherings.html,Substantive,"Description: Coronavirus disease (COVID-19): Exposure on flights, cruise ships and at mass gatherings 
Page title: Coronavirus disease (COVID-19): Exposure on flights, cruise ships and at mass gatherings 
H1: Coronavirus disease (COVID-19): Exposure on flights, cruise ships and at mass gatherings 
Keywords: risks, coronavirus, COVID-19, corona, Canada, pandemic, travel advice, exposure locations
",2020-03-29 18:32:40,en
N/A,Conseils et avertissements pour Gibraltar,https://voyage.gc.ca/destinations/gibraltar,Links to Covid pages,,2020-03-23T00:00:00Z,fr
"Culture, history and sport",Young Canada Works at Building Careers in English and French (employers),https://www.canada.ca/en/canadian-heritage/services/funding/young-canada-works/employers/careers-english-french-employers.html,Links to Covid pages,,2020-03-17T00:00:00Z,en
N/A,Social Sciences and Humanities Research Council 2019-20 Departmental Plan,https://www.sshrc-crsh.gc.ca/about-au_sujet/publications/dp/2019-2020/dp-eng.aspx,Links to Covid pages,,2012-11-29T00:00:00Z,en
Santé,"Rapport de virus des voies respiratoires, semaine 20 :  se terminant le 18 mai 2019",https://www.canada.ca/fr/sante-publique/services/surveillance/detection-virus-voies-respiratoires-canada/2018-2019/detection-isolement-virus-voies-respiratoires-semaine-20-terminant-18-mai-2019.html,Substantive,"Keywords: Rapport de virus des voies respiratoires, Canada, détection, isolement, tests de laboratoire positifs,  virus grippal, virus respiratoire syncytial, virus parainfluenza, virus adénovirus, métapneumovirus humain, virus entérovirus, virus rhinovirus, virus coronavirus, A(H1N1)pdm09, A(H3N2), MPVh, PIV, VRS, Programme de Surveillance et détection de virus des voies respiratoires, SDVVR
",2019-05-23 16:20:01,fr
N/A,Subventions de développement de parteneriat : concours de novembre 2016,https://www.sshrc-crsh.gc.ca/funding-financement/merit_review-evaluation_du_merite/selection_committees-comites_selection/pdg_nov2016-sdp_nov2016-fra.aspx,Links to Covid pages,,2012-11-29T00:00:00Z,fr
N/A,Formulaire d’inscription au dépôt direct,https://www.justice.gc.ca/fra/contact/inscri-enrol.html,Links to Covid pages,,2014-03-10T00:00:00Z,fr
Santé,Maladie à coronavirus (COVID-19) : Pour les voyageurs présentant des symptômes retournant au Canada,https://www.canada.ca/fr/sante-publique/services/publications/maladies-et-affections/voyageurs-presentant-symptomes-retournant-canada.html,Substantive,"Description: Instructions importantes concernant la COVID-19 (coronavirus) pour les voyageurs qui reviennent au Canada avec des symptômes : s'isoler, surveillez votre santé, si vous présentez des symptômes, mesures préventives, et numéros de téléphone et sites web des autorités de santé publique.
Page title: Maladie à coronavirus (COVID-19) : Pour les voyageurs présentant des symptômes retournant au Canada
H1: Maladie à coronavirus (COVID-19) : Pour les voyageurs présentant des symptômes retournant au Canada
Keywords: Voyageurs, symptômes, retournant au Canada, coronavirus, COVID-19, corona, Canada, distanciation sociale, éloignement social, auto-isolement, pandémie, Surveillez votre état de santé, symptômes, Prévention, lavez-vous les mains, 1-833-784-4397, Restez à la maison, lavez, désinfectez, surfaces, Autorités de Santé Publique
",2020-03-31 00:18:15,fr
N/A,Changes to the Community and College Social Innovation Fund,https://www.sshrc-crsh.gc.ca/news_room-salle_de_presse/latest_news-nouvelles_recentes/2017/ccsif-eng.aspx,Links to Covid pages,,2012-11-29T00:00:00Z,en
N/A,Canadian Food Inspection Agency - Canadian Food Inspection Agency,https://inspection.gc.ca/eng/1297964599443/1297965645317,Substantive,"H2: Follow:; Coronavirus disease (COVID-19); Latest; Most requested; Services and information; Contact us; Corporate information; Features
",2020-03-20T00:00:00Z,en
Santé,"Rapport de virus des voies respiratoires, semaine 39 - se terminant le 30 septembre 2017",https://www.canada.ca/fr/sante-publique/services/surveillance/detection-virus-voies-respiratoires-canada/2017-2018/detection-isolement-virus-voies-respiratoires-semaine-39-terminant-30-septembre-2017.html,Substantive,"Keywords: Rapport de virus des voies respiratoires, Canada, détection, isolement, tests de laboratoire positifs,  virus grippal, virus respiratoire syncytial, virus parainfluenza, virus adénovirus, métapneumovirus humain, virus entérovirus, virus rhinovirus, virus coronavirus, A(H1N1)pdm09, A(H3N2), MPVh, PIV, VRS, Programme de Surveillance et détection de virus des voies respiratoires, SDVVR
",2018-01-04 10:42:14,fra
